Coder,Letter Code,Gender,City,State,Country,Postal Code,Location,BingGeo,Latitude,Longitude,Month,Year,Which column?,Letter Title,Letter number,Page #,Reference: Title or topic,Reference: Month,Reference: Year,Reference: Page,In Reply To: Full Letter Code,Did the Editors reply in-line?,AI or robotics,Academia and research,Announcement for Byte readers,"Arts, music","BBS, modems, telecommunications",Club or user group,"Commentary, opinion",Computer Education/Teaching/Library,Computer store or other consumer/retail,Correction to an article,Criticism of Byte,Disability,"Family, children, spouse",Gaming,Identifies as novice,Includes source code,Notes their own age,Personal finance,Piracy/CopyProtection,Praise for Byte,Printers,Product/service recommendation or warning,Programming,Representation of gender and race,"Request for help, assistance, advice",Request to Byte editors re: magazine,Software Distributor/Distribution,Technical tip or how-to,"Work, professional life, business finances",Other
RZ,1977.01.01L,Male,Austin,TX,USA,78731,"Austin, TX 78731, USA","Austin, TX, United States",30.26758957,-97.74298859,1,1977,Letters,Documentation Standards,1,16,,,,,,"Yes, the editors responded",0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Hardware
RZ,1977.01.02L,Unknown,Honolulu,HI,USA,96822,"Honolulu, HI 96822, USA","Honolulu, HI, United States",21.30492973,-157.8578796,1,1977,Letters,"Wow, What a Neat Format",2,16,Laurence Krakauer's simple way to code Morse Code in a single BYTE,10.0,1976.0,36,,"No, they did not",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Humor
RZ,1977.01.03L,Male,Cambridge,MA,USA,2138,"Cambridge, MA 2138, USA","Cambridge, MA, United States",42.36679077,-71.10601044,1,1977,Letters,New Copyright Law,3,16,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,"Legality, Hardware"
RZ,1977.01.04L,Male,Not Given,Not Given,Not Given,,"Not Given, Not Given, Not Given",,,,1,1977,Letters,In Defense of the Right to Pun,4,52,,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Humor
RZ,1977.01.05L,Male,Not given,Not given,Not given,,"Not given, Not given, Not given",,,,1,1977,Letters,Kudos,5,52,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,
RZ,1977.01.06L,Unknown,Silver Spring,MD,USA,20910,"Silver Spring, MD 20910, USA","Silver Spring, MD, United States",38.99668121,-77.02886963,1,1977,Letters,CIE Enthusiasm,6,52,Community Information Exchange,10.0,1976.0,90,,"No, they did not",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,Hobbyists vs. Computer professionals
RZ,1977.01.07L,Male,Tucson,AZ,USA,85726,"Tucson, AZ 85726, USA","Tucson, AZ, United States",32.22154999,-110.9697571,1,1977,Letters,"Ham, CB Call Sign Coordination by Computer",7,52,,,,,,"Yes, the editors responded",0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,FCC / legality
RZ,1977.01.08L,Male,Provo,UT,USA,84601,"Provo, UT 84601, USA","Provo, UT, United States",40.2336998,-111.6685028,1,1977,Letters,Help!!!,8,52,,,,,,"Yes, the editors responded",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
RZ,1977.01.09L,Male,Vallejo,CA,USA,94592,"Vallejo, CA 94592, USA","Vallejo, CA, United States",38.10094833,-122.25495149999999,1,1977,Letters,What are SR-52 Interface Definitions?,9,52,,,,,,"Yes, the editors responded",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,
RZ,1977.01.10L,Male,Little Neck,NY,USA,11362,"Little Neck, NY 11362, USA","NY, United States",40.76860046,-73.73728943,1,1977,Letters,Amateur Radio Networking Interest,10,54,,,,,,"No, they did not",0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
RZ,1977.01.11L,Male,Pittsburgh,PA,USA,15208,"Pittsburgh, PA 15208, USA","Pittsburgh, PA, United States",40.43851089,-79.99733734,1,1977,Letters,Doubting Librarians ,11,54,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Humor
RZ,1977.01.12L,Male,Cambridge,Ma,USA,2139,"Cambridge, Ma 2139, USA","Cambridge, MA, United States",42.36679077,-71.10601044,1,1977,Letters,Regarding Bar Codes,12,54,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RZ,1977.02.01L,Male,Newport Beach,CA,USA,92663,"Newport Beach, CA 92663, USA","Newport Beach, CA, United States",33.61695099,-117.9303284,2,1977,Letters,Save the Computers Foundation?,1,11,,,,,,"Yes, the editors responded",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Antique Computers, Computer Nostalgia"
RZ,1977.02.02L,Male,Parma Heights,OH,USA,44130,"Parma Heights, OH 44130, USA","Parma Heights, OH, United States",41.39212036,-81.75980377,2,1977,Letters,Are We Schizophrenic Plugged-In Experimentalists?,2,11,,,,,,"Yes, the editors responded",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,
RZ,1977.02.03L,Male,East Patchogue,NY,USA,11772,"East Patchogue, NY 11772, USA","East Patchogue, NY, United States",40.7742691,-72.99687195,2,1977,Letters,I Don't Like Your Product,3,11,,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Identifies as a computer professional
RZ,1977.02.04L,Male,Peterborough,Ontario,Canada,K9H 4G4,"Peterborough, Ontario K9H 4G4, Canada","Peterborough, ON, Canada",44.30591965,-78.31950378,2,1977,Letters,Tele-Selectric Conversions?,4,11,,,,,,"No, they did not",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Hardware, Typewriters"
RZ,1977.02.05L,Unknown,Not Legible,Not Legible,Not Legible,,"Not Legible, Not Legible, Not Legible",,,,2,1977,Letters,Flexowriting,5,76,,,,,,"Yes, the editors responded",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
RZ,1977.02.06L,Male,Cambridge ,MA,USA,2139,"Cambridge, MA 2139, USA","Cambridge, MA, United States",42.36679077,-71.10601044,2,1977,Letters,"Regarding Bar Codes, Continued",6,76,"""A Proposed Standard for Publishing Binary Data in Machine Readable Form""",11.0,1976.0,,,"Yes, the editors responded",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,"Hardware, Xerox, Bar-code, Light pen"
RZ,1977.02.07L,Male,Amherst,MA,USA`,1002,"Amherst, MA 1002, USA`","Amherst, MA, United States",42.3752594,-72.51895142,2,1977,Letters,APL Interest?,7,76,APL article,11.0,1976.0,,,"No, they did not",0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,
RZ,1977.02.08L,Male,Emeryville,CA,USA,94608,"Emeryville, CA 94608, USA","Emeryville, CA, United States",37.83716965,-122.30175020000001,2,1977,Letters,Delivery Comments,8,76,,,,,,"No, they did not",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Video Display, Hardware"
RZ,1977.02.09L,Male,Murrysville,PA,USA,15668,"Murrysville, PA 15668, USA","Murrysville, PA, United States",40.42726135,-79.69695282,2,1977,Letters,Identity Crisis: Are We Nerds?,9,76,,,,,1976.10.??,"No, they did not",0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Identity of Computer Hobbyists, Hacker"
RZ,1977.02.10L,Male,Westfield,NJ,USA,7090,"Westfield, NJ 7090, USA","Westfield, NJ, United States",40.65438843,-74.34544373,2,1977,Letters,Direct Binary?,10,77,"""A Proposed Standard for Publishing Binary Data in Machine Readable Form.""",11.0,1976.0,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,Bar-Code
RZ,1977.02.11L,Male,Wauwatosa,WI,USA,53226,"Wauwatosa, WI 53226, USA","Wauwatosa, WI, United States",43.06074905,-88.00843811,2,1977,Letters,I Need Easy Computers!,11,77,,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,Identifies as student
RZ,1977.02.12L,Unknown,Sydney,New South Wales,Australia,2000,"Sydney, New South Wales 2000, Australia","Sydney, NSW, Australia",-33.86959839,151.20690919999998,2,1977,Letters,"Praise From ""Down Under""",12,77,,,,,,"No, they did not",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
RZ,1977.02.13L,Unknown,Silver City,NM,USA,88061,"Silver City, NM 88061, USA","Silver City, NM, United States",32.76996994,-108.27500149999999,2,1977,Letters,"Computer Language Pterodactyls, and Other Beasties",13,77,,,,,1976.08.??,"Yes, the editors responded",0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
RZ,1977.02.14L,Male,Princeton,NJ,USA,8540,"Princeton, NJ 8540, USA","Princeton, NJ, United States",40.36075974,-74.66445923,2,1977,Letters,APL Character Roms?,14,78,,,,,,"Yes, the editors responded",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"Television, Typewriters, Hardware"
RZ,1977.02.15L,Male,Sacramento,CA,USA,95814,"Sacramento, CA 95814, USA","Sacramento, CA, United States",38.57933044,-121.4908981,2,1977,Letters,Bell 103 Modems Needed,15,78,,,,,,"Yes, the editors responded",0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Hardware, Identifies as a hobbyist"
RZ,1977.02.16L,Male,San Francisco,CA,USA,94127,"San Francisco, CA 94127, USA","San Francisco, CA, United States",37.77711868,-122.4196396,2,1977,Letters,Standards,16,78,,,,,,"Yes, the editors responded",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"Identifies as a hobbyist, Hardware"
RZ,1977.02.17L,Male,Clearwater,FL,USA,33516,"Clearwater, FL 33516, USA","Clearwater, FL, United States",27.96557999,-82.79975128,2,1977,Letters,Opportunities,17,80,,,,,,"No, they did not",0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,Hardware
RZ,1977.02.18L,Male,San Luis Obispo,CA,USA,93401,"San Luis Obispo, CA 93401, USA","San Luis Obispo, CA, United States",35.28551865,-120.66252140000002,2,1977,Letters,Wumpus Software?,18,80,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hardware
RZ,1977.02.19L,Male,Mammoth Lakes,CA,USA,93546,"Mammoth Lakes, CA 93546, USA","Mammoth Lakes, CA, United States",37.64878082,-118.97792820000001,2,1977,Letters,Broadcast Station Handler?,19,81,"Mr Husking's ""A Ham's Applications Dream""",10.0,1976.0,26,,"Yes, the editors responded",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,"Identifies as old ""ham"", Identifies as Chief Engineer"
RZ,1977.02.20L,Male,Ocean Springs,MS,USA,39564,"Ocean Springs, MS 39564, USA","Ocean Springs, MS, United States",30.41628075,-88.80814362,2,1977,Letters,"Program ""Bank"" Needed",20,81,,,,,,"Yes, the editors responded",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,"Identifies as a hobbyist, Hardware"
RZ,1977.02.21L,Male,Brooklyn,NY,USA,,"Brooklyn, NY, USA","Brooklyn, NY, United States",40.69245148,-73.99035645,2,1977,Letters,Morse Reactions to October,21,81,"Hickey's ""The Computer .... Versus .... Hand Sent Morse Code""",10.0,1976.0,,,"Yes, the editors responded",0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,
RZ,1977.02.22L,Male,Washington,DC,USA,20016,"Washington, DC 20016, USA","DC, United States",38.90618896,-77.01726532,2,1977,Letters,Aggression by Computer ,22,81,,,,,,"No, they did not",0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Data processing
RZ,1977.02.23L,Male,Stillwater,OK,USA,74074,"Stillwater, OK 74074, USA","Stillwater, OK, United States",36.11664963,-97.05863190000001,2,1977,Letters,Hangman?,23,81,,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,
RZ,1977.02.24L,Unknown,Kingston,NY,USA,12401,"Kingston, NY 12401, USA","Kingston, NY, United States",41.92697906,-73.99736786,2,1977,Letters,Database Management Information?,24,81,,,,,,"No, they did not",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,Cassettes
RZ,1977.03.01L,Male,Lenoir,NC,USA,28645,"Lenoir, NC 28645, USA","Lenoir, NC, United States",35.91532898,-81.54009247,3,1977,Letters,8080 Tricks and Fast Optics for Isolation,1,16,,,,,1976.11.??,"No, they did not",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Television
RZ,1977.03.02L,Male,Beverly Hills,CA,USA,90210,"Beverly Hills, CA 90210, USA","Beverly Hills, CA, United States",34.07345963,-118.400322,3,1977,Letters,Oops...Supplies Gone,2,16,"""An Item of Interest""",9.0,1976.0,100,,"No, they did not",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
RZ,1977.03.03L,Male,Seattle,WA,USA,98119,"Seattle, WA 98119, USA","Seattle, WA, United States",47.60356903,-122.32945249999999,3,1977,Letters,Wanted: Eliza for the Small Computer,3,16,,,,,,"Yes, the editors responded",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,
RZ,1977.03.04L,Male,West Haven,CT,USA,6516,"West Haven, CT 6516, USA","West Haven, CT, United States",41.27228165,-72.94998169,3,1977,Letters,That's the Right Idea...,4,16,Charles Wortell's entry to the Programming Quickies column,12.0,1976.0,132,,"Yes, the editors responded",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Hardware, Monitors"
RZ,1977.03.05L,Male,Stony Brook,NY,USA,11794,"Stony Brook, NY 11794, USA","Stony Brook, NY, United States",40.91283035,-73.13992309999999,3,1977,Letters,Altair Word Processing Needed,5,16,,,,,,"Yes, the editors responded",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Hardware
RZ,1977.03.06L,Unknown,Webster,NY,USA,14580,"Webster, NY 14580, USA","Webster, NY, United States",43.21730042,-77.43013763,3,1977,Letters,Ye Olde Board Switche Manoeuvre,6,16,,,,,,"No, they did not",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Hardware
RZ,1977.03.07L,Male,"RR 1, Manotick",Ontario,Canada,K0A 2N0,"RR 1, Manotick, Ontario K0A 2N0, Canada","ON, Canada",50.06875229,-85.828125,3,1977,Letters,Wanted - 6502 Users,7,16,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Monitors
RZ,1977.03.08L,Male,Monroe ,MI,USA,48161,"Monroe, MI 48161, USA","Monroe, MI, United States",41.9160614,-83.39790344,3,1977,Letters,Paging with an 1802,8,16,"""Beer Budget Graphics"" / Carl Helmers' Editorial ""The Address Space Saturation Problem"" (1975.11 page 16)",11.0,1976.0,26,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,"Identifies as an experimenter, Hardware"
RZ,1977.03.09L,Male,Not given,Not given,Not given,,"Not given, Not given, Not given",,,,3,1977,Letters,Are Any Readers Users Of Surplus Datapoint Machines?,9,94,,,,,,"No, they did not",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Hardware
RZ,1977.03.10L,Male,Stanford,CA,USA,94305,"Stanford, CA 94305, USA","Stanford, CA, United States",37.43136978,-122.16892240000001,3,1977,Letters,A Comment on Bug of the Month #4,10,94,"The solution to ""Bug of the Month #4""",10.0,1976.0,41,,"No, they did not",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,
RZ,1977.03.11L,Male,Emeryville,CA,USA,94608,"Emeryville, CA 94608, USA","Emeryville, CA, United States",37.83716965,-122.30175020000001,3,1977,Letters,Corrections from Bob Marsh,11,94,,,,,,"No, they did not",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"Video Display Module, Hardware"
RZ,1977.03.12L,Unknown,Los Angeles,CA,USA,90057,"Los Angeles, CA 90057, USA","Los Angeles, CA, United States",34.05348969,-118.2453232,3,1977,Letters,Comments on Home Computers: Find a Need and Fill It,12,94,,,,,,"No, they did not",0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Home
RZ,1977.03.13L,Male,Jamaica Plain,MA,USA,2130,"Jamaica Plain, MA 2130, USA","MA, United States",42.32146072,-71.11018372,3,1977,Letters,Wanted: High Bandwidth TV Mods,13,95,,,,,,"Yes, the editors responded",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Television, Monitors, Hardware"
RZ,1977.03.14L,Male,Not given,Not given,Not given,,"Not given, Not given, Not given",,,,3,1977,Letters,Authors Take Note: 488 Bus Interface Wanted,14,95,,,,,,"No, they did not",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,"Hardware, Data processing, Automatic Instrumentation"
RZ,1977.03.15L,Male,Vienna,VA,USA,22180,"Vienna, VA 22180, USA","Vienna, VA, United States",38.90037155,-77.26364899,3,1977,Letters,Freedom of Entry,15,96,"""Home-brewery versus the Software Priesthood""",10.0,1976.0,90,,"Yes, the editors responded",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,"Identifies as a programmer / computer hobbyist, Home computing"
RZ,1977.03.16L,Male,Palo Alto / Sanford,CA,USA,94305,"Palo Alto / Sanford, CA 94305, USA","CA, United States",37.25510025,-119.61752320000001,3,1977,Letters,Is the Software Priesthood Concept Considered Dangerous?,16,96,"""Homebrewery versus the Software Priesthood""",10.0,1976.0,90,1976.12.??,"Yes, the editors responded",0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,
RZ,1977.03.17L,Male,San Jose,CA,USA,95125,"San Jose, CA 95125, USA","San Jose, CA, United States",37.33864975,-121.88542179999999,3,1977,Letters,What's an Apple?,17,97,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,
RZ,1977.03.18L,Male,Portland,OR,USA,,"Portland, OR, USA","Portland, OR, United States",45.51179123,-122.6756287,3,1977,Letters,High Level Decoding Problem?,18,97,,,,,,"No, they did not",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,Calculators
RZ,1977.04.01L,Male,Not given,Not given,Not given,,"Not given, Not given, Not given",,,,4,1977,Letters,A Solenoid Typewriter Hack,1,32,,,,,,"Yes, the editors responded",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"Typewriters, Includes source pictures, Hardware, Identifies as hobbyist"
RZ,1977.04.02L,Male,Cambridge,MA,USA,2138,"Cambridge, MA 2138, USA","Cambridge, MA, United States",42.36679077,-71.10601044,4,1977,Letters,Processor ID Needed,2,32,,,,,,"No, they did not",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hardware
RZ,1977.04.03L,Male,Detroit,MI,USA,48202,"Detroit, MI 48202, USA","Detroit, MI, United States",42.331680299999995,-83.04799652,4,1977,Letters,Wide Displays in Chunks?,3,32,Dr Robert Suding's piece on television readout devices,8.0,1976.0,66,,"Yes, the editors responded",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Monitors, Hardware"
RZ,1977.04.04L,Unknown,Madison,WI,USA,53705,"Madison, WI 53705, USA","Madison, WI, United States",43.07294846,-89.38668823,4,1977,Letters,Yet Another Definition of the Word Byte...and Bar Code Comments,4,115,,,,,1976.11.??,"Yes, the editors responded",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"byte (the technical term itself), Bar-code, Scanner"
RZ,1977.04.05L,Male,Severn,MD,USA,21144,"Severn, MD 21144, USA","Severn, MD, United States",39.13721085,-76.69122314,4,1977,Letters,Code Decoded...Comments on Morser,5,116,Grappel and Hemenway's article,10.0,1976.0,30,,"No, they did not",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"Circuits, Hardware"
RZ,1977.04.06L,Male,Shreveport,LA,USA,71104,"Shreveport, LA 71104, USA","Shreveport, LA, United States",32.51486969,-93.74688721,4,1977,Letters,Computer Courses Wanted,6,116,,,,,,"No, they did not",0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,Hardware
RZ,1977.04.07L,Unknown,Van Nuys,CA,USA,91405,"Van Nuys, CA 91405, USA","CA, United States",34.18439102,-118.4465179,4,1977,Letters,1802 Users Club Wanted,7,116,Suding's television display article,8.0,1976.0,,,"No, they did not",0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Graphics, Identifies as a ""homebrewer"" / hobbyist, Hardware, Television"
RZ,1977.04.08L,Male,Nashville ,TN,USA,37204,"Nashville, TN 37204, USA","Nashville, TN, United States",36.16783905,-86.7781601,4,1977,Letters,On Using Buried Gold,8,117,"Clif Penn's ""The Buried Gold in the SR-52"" / ""Desk Top Wonders""",12.0,1976.0,"30, 92",,"Yes, the editors responded",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,"Calculators, Hardware, Television, Monitor"
RZ,1977.04.09L,Male,Washington,DC,USA,20007,"Washington, DC 20007, USA","DC, United States",38.90618896,-77.01726532,4,1977,Letters,A Calculator User's Comments,9,118,"Clif Penn's ""The Buried Gold in the SR-52"" / ""Desk Top Wonders - Shooting Stars""",12.0,1976.0,"30, 92",1976.12.??,"No, they did not",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,Calculators
RZ,1977.04.10L,Unknown,Lynnwood,WA,USA,98036,"Lynnwood, WA 98036, USA","Lynnwood, WA, United States",47.825321200000005,-122.29244229999999,4,1977,Letters,Itty Bitty?,10,118,"Editorial, ""Come One, Come All!""",9.0,1976.0,6,,"Yes, the editors responded",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
RZ,1977.04.11L,Male,Fullerton,CA,USA,,"Fullerton, CA, USA","Fullerton, CA, United States",33.87033081,-117.92896270000001,4,1977,Letters,Where's a Two Address Machine?,11,118,,,,,,"Yes, the editors responded",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,"Hardware, Calculator"
RZ,1977.04.12L,Unknown,Not legible,Not legible,Not legible,,"Not legible, Not legible, Not legible",,,,4,1977,Letters,Rolling Robot Query,12,120,,,,,,"Yes, the editors responded",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
RZ,1977.04.13L,Male,Watertown,CT,USA,6795,"Watertown, CT 6795, USA","Watertown, CT, United States",41.60551834,-73.11894226,4,1977,Letters,The Etymology of Ham?,13,120,,,,,1976.10.??,"No, they did not",0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Government, Correction to letter"
RZ,1977.04.14L,Male,Gloversville,NY,USA,12078,"Gloversville, NY 12078, USA","Gloversville, NY, United States",43.05062866,-74.34445953,4,1977,Letters,Wanted: Computer Person?,14,120,,,,,,"No, they did not",0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,Hardware
RZ,1977.04.15L,Male,Masury,OH,USA,44438,"Masury, OH 44438, USA","Masury, OH, United States",41.2115097,-80.53739166,4,1977,Letters,"The Personal Computing Directory, Anyone? (and Other Topics)",15,121,Morse code articles,10.0,1976.0,,,"Yes, the editors responded",1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,"Hardware, Key-punch, Clocks"
RZ,1977.05.01L,Male,Bellingham,WA,USA,98225,"Bellingham, WA 98225, USA","Bellingham, WA, United States",48.75234985,-122.4712219,5,1977,Letters,Nostalgia of Computing,1,10,,,,,1977.02.??,"No, they did not",0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Computer Nostalgia, Antique Computers, Hardware, Humor"
RZ,1977.05.02L,Male,Sunnyvale,CA,USA,94086,"Sunnyvale, CA 94086, USA","Sunnyvale, CA, United States",37.37171936,-122.038002,5,1977,Letters,Anyone Have a 6800 APL?,2,10,,,,,,"No, they did not",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,
RZ,1977.05.03L,Male,Jersey City,NJ,USA,7302,"Jersey City, NJ 7302, USA","Jersey City, NJ, United States",40.71747971,-74.04385376,5,1977,Letters,Attention Authors: Information Needed,3,10,,,,,,"Yes, the editors responded",0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,"Cassettes, Hardware"
RZ,1977.05.04L,Male,San Jose,CA,USA,95110,"San Jose, CA 95110, USA","San Jose, CA, United States",37.33864975,-121.88542179999999,5,1977,Letters,Addendums to the F8 Review,4,10,Article on the Fairchild F8,2.0,1977.0,88,,"No, they did not",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,"Identifies as hobbyist, Hardware"
